46059,37506,0,0,4191,0,0,0,112137,88264,10005,0,0,0,127708,42157,0,0,0,0,0,0,62381,5442,17709,66093,0,144847,58960,12192,0,64880,4986,56975,22924,22896,10663,62677,30292,0,0,0,0,9930,0,0,95630,0,0,0,0,33101,63630,37361,16553,102590,19099,0,34387,205950,47728,
23223,73863,37780,2837,0,0,0,0,110281,59693,0,0,10481,0,0,0,24583,74955,5789,7115,0,0,0,48244,0,15984,0,62346,0,0,0,0,69068,56461,7803,1985,66288,57538,0,81290,58868,0,0,37905,12282,52137,28016,0,27182,11900,60582,52393,57660,0,8902,0,0,4425,105090,0,0,
0,131138,18025,59362,82517,25077,9782,0,26665,0,0,0,2719,133877,155205,7844,0,29579,26580,40440,80726,0,73635,61137,0,0,11736,0,0,0,0,31674,0,37251,25917,0,0,10344,0,0,0,0,0,14306,0,20744,0,14948,24236,8101,0,0,29603,0,28585,8837,0,145115,46113,0,11355,
9630,39910,0,0,0,41401,416,0,0,26002,30816,30157,117402,0,0,0,0,39132,0,0,0,0,44977,1573,0,0,0,0,0,14171,0,106637,9573,19476,9369,51777,162459,22144,2516,90934,5386,0,0,0,0,0,7824,0,82708,20829,4791,110761,0,7976,16837,23546,0,0,23563,0,11931,
114357,0,0,0,0,0,0,0,41782,0,0,48247,112466,21869,40606,111143,118231,8996,3192,0,0,110004,48049,0,0,24358,31771,22278,0,0,85491,19961,0,0,139840,36189,0,0,22874,0,0,27741,0,0,26513,0,4433,70284,11879,0,0,0,0,66716,22077,0,0,46853,74818,78560,33373,
0,56692,0,0,25151,119297,0,0,39281,25428,92401,35049,0,0,20867,0,19441,0,27418,0,64609,0,0,0,0,7343,91881,0,0,10599,0,29594,78834,0,0,4976,27323,14662,0,0,125037,0,0,28819,0,0,78862,128480,5604,40746,15531,0,15186,86034,0,24998,17815,0,0,13092,12998,
0,27498,0,13841,18212,0,0,24171,163063,98364,38888,0,0,795,36855,27216,75773,0,0,0,0,0,0,0,11860,81154,70557,5389,15841,671,0,1098,2821,0,0,47503,0,0,0,160618,89156,0,49121,0,0,73925,75675,24046,4577,39592,0,0,0,65335,595,68888,56811,0,0,0,0,
0,11734,0,29963,9626,0,40337,0,41145,0,0,59637,9399,0,0,17835,0,25379,30547,42100,51258,0,58548,0,40032,62754,0,44443,0,0,58451,15975,0,6751,11131,53332,73039,0,58820,0,0,0,32192,0,35690,3429,0,96095,0,50228,0,0,37139,58947,57626,26782,0,0,0,102579,30914,
18049,0,0,0,0,0,0,88468,71795,0,0,0,0,0,11045,91532,0,0,0,10509,67791,66668,45924,0,16694,0,75568,0,21615,42459,64491,0,0,86002,29813,118078,0,0,49243,79608,0,14935,86382,30235,1137,81469,0,0,0,39569,0,70405,13049,0,0,0,0,0,47492,0,0,
3655,0,107894,8073,38882,34673,57610,0,0,9892,28587,55307,44417,0,0,0,55841,0,5319,105269,0,80246,0,843,52589,0,73114,43486,0,53387,36731,0,0,58446,0,0,0,0,22857,0,0,3862,12807,0,63669,10952,0,34937,84039,2263,0,0,0,0,56347,1222,0,0,0,18661,117109,
0,70222,0,0,55899,0,67374,0,0,0,69739,0,0,36149,17971,0,0,0,120785,6474,52402,0,24858,69515,0,0,0,0,0,91742,0,0,123186,53069,27468,0,85629,75200,0,23792,0,23077,67582,0,0,44788,11485,0,0,13129,27112,5028,47600,0,0,0,0,68291,0,0,0,
43619,0,16652,27739,0,0,52072,0,0,0,0,0,19155,0,0,0,0,0,33044,72791,0,25798,35507,0,5122,62258,26203,0,0,7986,0,0,36118,57944,0,0,12619,44030,59009,41076,0,15152,116029,74427,32982,62822,0,16055,32510,86411,11835,0,14170,0,45072,0,85300,28306,0,25582,44878,
0,0,15933,5141,0,3485,0,0,21632,44552,86076,64468,22771,4781,98593,0,0,24621,95088,0,0,85009,2714,0,20211,25444,17121,0,1182,10739,0,49540,80213,0,0,57116,0,0,1749,0,0,54400,0,8446,0,0,124388,88011,0,0,0,0,0,0,34474,0,0,0,3189,0,11591,
85261,69367,0,0,0,0,0,111887,32031,185,41618,0,0,0,0,0,56726,0,0,0,114943,18057,18001,0,13154,58416,28604,34950,0,0,0,37334,127,0,0,49197,0,6677,0,20192,2929,22823,115003,12565,0,0,14949,0,39232,33237,85462,0,170580,74779,18584,50823,57213,0,0,0,0,
177147,72013,0,93774,80779,20156,28834,27672,50465,46537,8810,0,0,0,106238,15468,0,0,0,42258,0,0,0,0,0,0,0,27560,30456,34531,29674,21981,25487,0,0,0,0,46591,56074,3779,0,4130,35058,35864,0,0,0,20932,0,0,30707,0,64313,0,0,33278,64909,28484,31470,36035,0,
61042,0,0,72239,0,32543,0,0,0,0,0,0,0,51396,121007,3898,0,47752,32532,24836,60505,36679,73233,92374,64818,13007,83133,55678,0,12350,63364,12236,31379,0,0,0,97214,71571,85656,37257,0,70206,73251,0,0,0,0,0,0,0,0,104566,0,0,11546,0,3441,0,0,0,17420,
0,84866,77398,0,0,0,0,0,1460,128682,22672,0,0,0,85250,0,21612,123446,0,0,0,4943,0,25099,16776,2897,0,0,0,4128,56662,0,0,0,0,7769,108363,0,16255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40145,0,0,0,0,29642,32169,
0,0,0,0,41038,0,11359,0,87647,45031,0,0,142790,35198,0,0,0,0,161050,54793,30471,3364,0,0,14870,39815,893,48400,94205,54393,0,0,35236,0,0,149818,57088,6715,75022,10213,10844,19395,33354,3042,0,71830,667,0,0,0,83355,0,0,45200,46359,41165,77912,86158,0,31445,107256,
0,68138,16739,0,58315,0,46908,0,45856,66035,0,28551,38492,0,0,0,63337,0,0,21566,0,31581,0,0,64139,0,0,76670,31350,28429,45139,0,0,18226,72524,88382,0,117753,157219,0,0,0,0,85045,91577,0,0,24609,3556,64280,0,6729,128598,57937,47922,25231,0,34822,41997,80438,68185,
0,0,0,7525,0,0,0,85073,53271,68058,0,0,20624,0,0,35361,9963,28905,0,81918,42418,0,0,0,0,0,0,28704,0,5412,0,0,0,18925,19800,57693,94098,0,0,0,0,0,0,122684,24039,0,8217,54364,64439,0,0,0,65065,0,0,59751,42456,71318,0,53351,138641,
10238,0,63458,33398,0,0,36158,0,0,0,91769,28092,0,2517,0,0,53012,0,0,20540,0,0,0,0,13397,0,0,66288,0,0,0,0,0,0,0,14966,0,1742,105157,27102,0,0,113469,37086,33620,0,0,0,0,20009,86739,75184,73969,0,0,0,87394,36332,0,3539,0,
35175,0,47627,0,27517,84484,65223,143607,138317,0,46005,0,0,0,0,0,86476,0,81864,0,0,15254,79171,19134,0,0,14624,20388,43998,0,72244,45046,0,38295,34766,0,0,0,0,0,2281,107175,0,2908,0,0,19842,0,0,7022,26200,0,10733,0,2881,0,0,42754,25793,0,96820,
2266,0,0,0,82112,0,30403,44004,0,0,21401,80614,16129,0,6801,77244,86232,5638,35547,0,37750,10551,0,0,53111,0,159054,0,1463,0,12916,0,17935,86174,0,0,70171,0,83467,55324,0,0,0,4479,0,51930,80354,0,156087,113717,4939,7864,0,40175,0,0,0,0,0,0,0,
0,0,75509,0,0,0,0,59366,0,9780,96296,38515,0,93451,84969,0,0,21298,0,45541,18267,33301,0,32712,61725,1354,22780,0,0,0,0,0,0,3517,0,0,0,34105,126357,0,0,29903,0,0,0,0,0,0,58145,0,0,0,0,0,0,4221,111184,25325,2576,118413,36365,
0,0,137680,0,0,0,0,58440,53249,0,0,0,3206,32005,0,46011,19062,11014,119908,0,0,0,14636,0,40611,81506,0,20704,0,0,0,0,47313,0,6080,23816,0,36798,40045,0,0,4315,56167,75354,0,49793,156835,54518,4131,14403,0,19140,1524,21019,5601,25364,28514,0,14385,0,0,
6512,62906,0,20101,35481,0,0,0,0,0,0,0,0,49427,72119,0,0,53263,59056,0,72186,0,0,67651,0,29494,121441,116679,0,0,25809,0,0,0,157779,0,0,33034,9814,77227,51542,59649,0,54383,5474,0,0,0,0,0,0,8710,33534,49110,29030,22239,0,78708,146417,21059,80268,
58750,51843,89540,79717,30098,0,0,0,69612,65342,8079,47258,0,31631,10272,18334,0,0,16222,0,186,465,0,56100,41613,0,81287,17209,0,2304,3206,45664,0,0,0,58677,52840,0,0,0,0,0,4175,32401,0,0,75153,77026,27700,26009,0,0,76587,45659,65517,3817,0,16005,0,20607,98814,
0,0,0,68143,0,0,28201,2519,13135,57669,0,0,0,21659,44061,0,8485,85670,0,0,50689,32294,0,37205,0,0,0,0,0,6307,18064,0,0,0,32090,114694,0,0,109041,126333,45810,17164,40627,0,0,67524,0,0,54292,25805,0,0,0,0,29379,0,36674,66540,29475,78938,1143,
5547,99019,0,0,0,14,0,0,0,0,73113,0,32336,0,0,42457,39073,0,11716,91913,40631,0,0,92422,0,62758,0,0,0,0,59445,6474,44811,92245,0,0,12296,2566,0,0,43947,0,0,6987,0,0,0,33352,136086,0,10519,0,0,132357,110866,0,50226,0,68283,105216,0,
16991,23290,35659,0,2045,0,76386,57487,0,58998,0,0,0,52824,21006,0,0,0,0,0,0,51215,106444,4347,47835,27598,0,0,60193,133307,0,0,0,0,5904,20357,0,0,0,0,50771,17461,0,40099,0,0,26253,102183,0,0,0,0,43118,0,15395,5073,0,0,31309,0,0,
38638,0,10528,0,17790,147306,0,0,0,78668,57806,445,40900,11365,9179,36195,0,20154,0,48723,49266,0,0,0,0,0,0,21610,20330,3278,0,0,26895,0,0,0,0,0,0,0,0,34204,27746,8523,36438,0,0,2790,126787,35470,25093,0,0,14271,38419,8273,0,5256,0,0,0,
0,0,0,36687,52214,68342,19785,13027,0,78153,0,0,0,64080,34897,96767,10291,0,65807,12207,0,16185,29102,0,0,0,0,69511,8720,0,0,0,0,25104,101795,130421,20728,33999,60725,138269,0,96035,30219,5616,0,0,50506,0,17121,36056,58279,0,0,77493,83679,0,2788,85583,0,78963,44292,
868,0,0,23609,0,0,0,0,85377,85621,0,149671,17907,64006,32152,0,31755,6364,0,0,107807,3644,33466,0,0,0,56378,36135,38343,39551,98046,0,0,2262,0,78110,100421,6038,0,0,0,0,0,0,0,50487,0,0,0,0,3439,11054,92678,0,139433,0,0,80330,0,23740,0,
0,0,45793,0,40386,0,0,0,33334,34829,19605,0,0,102643,47949,0,81798,0,0,0,5755,0,22687,0,0,86055,14762,0,27868,0,45706,0,14342,0,16390,68202,0,0,92554,0,33456,15461,80709,21304,66770,139435,0,0,29414,75178,69511,5484,0,0,0,0,40612,66048,0,0,30394,
